group	position	effect
chr1	2400990	0.0553315114365409
chr1	2465370	0.208657443742455
chr1	2507540	-1.07990554883448
chr1	2514270	-0.499403410760744
chr1	2530790	0.524616647875279
chr1	2546950	-0.384930332830361
chr1	2602370	0.0165856055660222
chr1	2655340	-0.0646070114000078
chr1	2683720	-0.160653476216775
chr1	2720340	-0.204755161679721
chr1	2772320	0.204879856967896
chr1	2776190	-0.30106670676757
chr1	2835780	-0.510647078310448
chr1	2888160	0.0268775986341211
chr1	2946870	-0.477018080511578
chr1	2967580	0.223728029674875
chr1	2967690	-0.0122902396698119
chr1	3011110	-0.0250636505345867
chr1	3026560	0.25256668730054
chr1	3090140	0.0472191616094697
chr1	3148420	0.141955133087375
chr1	3168340	0.299092182634102
chr1	3180930	-0.769702522606189
chr1	3184770	0.200143733297225
chr1	3463370	-1.60709556179228
chr1	3469000	-0.308429948661637
chr1	3493560	-0.308499086324082
chr1	3498310	-0.339581312011687
chr1	3539240	-0.0223702886204923
chr1	3567750	-0.26627213816237
chr1	3588200	-0.513163579109884
chr1	3589920	-0.0575064803262546
chr1	3598060	-0.653801777909392
chr1	3606660	-0.0914123577921372
chr1	3615010	0.341565220505071
chr1	3624820	0.0442673605530183
chr1	3632230	-0.56871724405677
chr1	3632790	0.305613908284205
chr1	3652380	0.272591406644917
chr1	3792880	-0.455357924833642
chr1	3825870	0.793636201487008
chr1	3909530	-0.776403832317556
chr1	3953780	0.335943807258272
chr1	4060900	-0.275577021591917
chr1	4077050	-0.826480080214571
chr1	4134650	-0.586166735548522
chr1	4164980	-0.107632428626434
chr1	4179160	0.0807099626266595
chr1	4237150	0.111691689378416
chr1	4237160	0.128649352067088
chr1	4237460	0.256883010441036
chr1	4255020	-0.946155497721132
chr1	4285430	0.711740134627103
chr1	4293260	0.418648109160133
chr1	4293770	0.508533220856921
chr1	4320680	0.272314741563102
chr1	4333440	1.07731824908092
chr1	4368120	-0.188825852353369
chr1	4387930	0.370102605558249
chr1	4395510	-0.29458106447268
chr1	4474080	0.955030778026307
chr1	4511130	-1.16848923951352
chr1	4518870	-0.261126157786354
chr1	4555410	-0.236176174994518
chr1	4587260	-0.154597035080666
chr1	4596070	-0.553878672555778
chr1	4652830	-0.378457480828483
chr1	4669110	-0.105447674823146
chr1	4672130	0.288460476079724
chr1	4702680	-0.161883938764838
chr1	4720440	0.006055751102402
chr1	4729760	0.0231989358401401
chr1	4844110	-0.228137291150259
chr1	5008220	0.0482281650741495
chr1	5039210	-0.532014624926575
chr1	5057160	0.234967106822165
chr1	5060380	-0.164583873890783
chr1	5081300	-0.0294320875570531
chr1	5083490	-0.215346527418901
chr1	5107620	0.0520880869171088
chr1	5229570	0.0635142511845691
chr1	5229910	-0.322418720253113
chr1	5326110	0.543687748321608
chr1	5351670	0.373310621148114
chr1	5412250	0.580226644131462
chr1	5459220	0.392110292772728
chr1	5552280	-0.0628043827318037
chr1	5555240	-0.647038765184713
chr1	5563260	0.415785295228417
chr1	5601840	-0.149018705746837
chr1	5678870	0.459791751826919
chr1	5679080	-0.534243015701238
chr1	5689760	-0.507295964719045
chr1	5717160	-0.396489840283354
chr1	5742980	-0.759696053410214
chr1	5746400	0.214328400625708
chr1	5799590	-0.166459916309461
chr1	5803430	-0.372745604448846
chr1	5860160	-0.202096200474251
chr1	5882530	0.0904986136539873
chr1	5920380	0.140300226633035
chr1	5926270	-0.598232573319266
chr1	5980370	0.0120883538875873
chr1	6050450	-0.534818251186817
chr1	6078590	1.13024382672512
chr1	6080450	0.0952353421912353
chr1	6128830	0.123986124688628
chr1	6214840	-0.410659420474725
chr1	6247890	-0.497753699406154
chr1	6280680	-0.665927375542432
chr1	6305620	-0.181061988805976
chr1	6379620	-0.636350201645123
chr1	6435200	0.385186285689288
chr1	6466700	-1.07270680807985
chr1	6492010	0.655823632919318
chr1	6500030	-0.211178545257237
chr1	6512030	0.801147049502207
chr1	6541210	0.0973241283389008
chr1	6552570	-0.744410250598858
chr1	6658530	0.199336906927745
chr1	6663670	0.143900424015247
chr1	6664990	0.667827137525412
chr1	6675490	0.21131732621668
chr1	6711510	0.0983276173662654
chr1	6728850	0.976316925128297
chr1	6800130	-0.271486529339358
chr1	6809720	0.276051336646596
chr1	6900600	-0.703930959890977
chr1	6908230	-0.0586557182216993
chr1	6914030	0.0687147328869761
chr1	6933180	-1.07104627558563
chr1	6934240	-0.550091200065288
chr1	6940040	0.0245270761973473
chr1	6992640	-0.283068584039531
chr1	7009980	0.82717701090062
chr1	7026200	-0.734086247630151
chr1	7075230	0.52538012189898
chr1	7095290	-0.140243662412559
chr1	7124360	-0.608172880927625
chr1	7140040	0.162805677102216
chr1	7140430	0.690895381794747
chr1	7186430	-1.14076464235912
chr1	7188150	-0.222991679173308
chr1	7255770	0.407170655465717
chr1	7299310	0.377546341425051
chr1	7307820	-0.0138760042910081
chr1	7346960	-0.448745063749476
chr1	7347710	0.215721047621897
chr1	7386080	-0.623982733339997
chr1	7459500	0.149298604559697
chr1	7465860	0.210625387388746
chr1	7471750	-0.423333861964616
chr1	7516530	-0.223520531068872
chr1	7518820	0.628457184622868
chr1	7524670	-0.191752476321005
chr1	7537650	0.108653163329025
chr1	7581300	-0.377826956410912
chr1	7606100	-0.110446476911674
chr1	7627080	0.347349815853921
chr1	7655610	0.487463586699219
chr1	7693600	0.0616598177807306
chr1	7697060	0.0825677886582213
chr1	7710210	0.749326725513585
chr1	7710670	-0.574312820888464
chr1	7733140	-0.676660160173258
chr1	7837420	0.733604199878975
chr1	8023230	0.494201605377506
chr1	8161870	-0.108390707184597
chr1	8222060	0.899675495834256
chr1	8253110	0.241971045042063
chr1	8265770	-0.453743055673878
chr1	8310330	-0.348133347423692
chr1	8347410	0.676024445710126
chr1	8355940	0.0357181465617359
chr1	8357290	0.100615848453474
chr1	8398310	0.0384985939842907
chr1	8414480	0.419733138254449
chr1	8423840	0.221443777089063
chr1	8496830	0.441656514976342
chr1	8511070	-0.20500665601092
chr1	8558070	0.0876292239125531
chr1	8561860	-1.24392017620419
chr1	8605510	-0.290505730132003
chr1	8690760	-1.1458256659601
chr1	8693140	-0.00112007480813003
chr1	8715790	0.0576262307595196
chr1	8716640	0.949366218240847
chr1	8757920	0.813697882902464
chr1	8834660	0.459315318463333
chr1	8847200	-0.485828564650346
chr1	8867550	-0.350191610904712
chr1	8872180	-0.0676493406122315
chr1	8910610	-0.515627659781324
chr1	8935570	-0.359408740525192
chr1	9039590	0.50299628943841
chr1	9041410	0.330602204741782
chr1	9054060	-0.0935690720085324
chr1	9073790	-0.508124078264596
chr1	9085360	-0.0338683855142734
chr1	9108410	-0.307786354943091
chr1	9114270	0.746811881259843
chr1	9130380	0.357770684122486
chr1	9172330	0.0983634477601422
chr1	9251650	0.392820562398624
chr1	9262220	0.145322216352841
chr1	9297910	0.281364969111774
chr1	9339260	0.828259080010388
chr1	9374540	1.35859954231306
chr1	9386800	0.275776770586717
chr1	9395830	-0.300139812314133
chr1	9438020	1.23999525140881
chr1	9453560	-0.622884782561843
chr1	9486570	0.0786113228001837
chr1	9510740	0.743464394545401
chr1	9522450	0.974432510796943
chr1	9546440	-0.627291552110681
chr1	9548280	0.258874520298449
chr1	9581090	-0.293073883690283
chr1	9601160	-0.306748257355751
chr1	9639360	0.346550483851139
chr1	9657140	-0.36916694717522
chr1	9701000	-0.10626954736928
chr1	9701980	-0.111947002029862
chr1	9712420	0.40949256378388
chr1	9829770	-0.272405724359341
chr1	9878620	-0.1539464816626
chr1	9957560	-0.521743702221953
chr2	22356.9	0.1631216857755
chr2	41474.2	0.763655331499014
chr2	78984	-0.00166188072187878
chr2	143453	-0.746254488686832
chr2	145968	0.930068028583825
chr2	188854	0.264404629348808
chr2	274084	0.44245403149884
chr2	318966	-0.0551151295908352
chr2	329032	0.0408381629432179
chr2	370931	-1.32236598759658
chr2	408594	0.944382949921177
chr2	410141	-0.366480850061992
chr2	456130	-0.681214349791491
chr2	459916	-0.605711914463989
chr2	461976	0.328676518446641
chr2	525865	-0.609818591761969
chr2	628259	0.66946787493783
chr2	742266	1.14517652679795
chr2	783143	0.216725123271914
chr2	788357	-0.045142802985735
chr2	876824	0.416528902183989
chr2	910738	0.138955615978199
chr2	912348	0.204667238370626
chr2	927562	-0.224205795792842
chr2	943670	-0.479236176906871
chr2	997521	-0.0864268058546986
chr2	1033450	-0.0614359602209339
chr2	1069110	0.367919304928873
chr2	1097610	-0.20680975235331
chr2	1155500	-0.575690542756056
chr2	1219500	0.735703087334245
chr2	1250930	-0.603168534421819
chr2	1274510	-0.279871225454657
chr2	1296250	0.529396027140274
chr2	1326280	-0.246159693179571
chr2	1375760	0.252020677478337
chr2	1387770	-0.455727199885827
chr2	1456970	-0.786131125739235
chr2	1467690	-0.0478764811356803
chr2	1468050	-0.591295021663209
chr2	1487920	0.0928588976197979
chr2	1503430	1.18715274339163
chr2	1547380	0.617922545384559
chr2	1604040	-0.282771506258616
chr2	1636170	-0.72699383139355
chr2	1667980	-0.0645674232679654
chr2	1702020	0.870285861909429
chr2	1718000	0.0334758949215569
chr2	1745130	0.433017679664813
chr2	1755510	0.178677762804062
chr2	1758690	0.403342882079312
chr2	1782520	-0.274468320859341
chr2	1838750	0.474186934062512
chr2	1844070	0.187598475994864
chr2	1888160	-0.111393394647215
chr2	1899720	0.602985194448447
chr2	1923680	0.154999390993646
chr2	1978300	0.349831281768147
chr2	2038210	-0.152152611506271
chr2	2051900	0.786621423487972
chr2	2059750	0.0119766681622762
chr2	2063590	-0.89083897705275
chr2	2076270	0.60277318539808
chr2	2087110	-0.0252537526640946
chr2	2310470	-0.273856292567218
chr2	2347700	0.809837214761488
chr2	2352480	0.963514348252953
chr2	2356010	-0.839383592119866
chr2	2518610	0.525584880674686
chr2	2568750	-0.196253517409549
chr2	2594360	-0.15693001128029
chr2	2611790	0.793734029049501
chr2	2625750	0.641485621623999
chr2	2625880	0.323715100965533
chr2	2647750	-0.901587863416337
chr2	2709100	-0.192041969986043
chr2	2726830	0.460826938662003
chr2	2743410	0.192852286685628
chr2	2755580	0.298980408988515
chr2	2760600	-0.513348215122759
chr2	2809970	-0.611179806233566
chr2	2878970	0.713998083359288
chr2	2881300	0.222214871716768
chr2	2938500	0.0934332160971152
chr2	2975820	0.48634230370554
chr2	2978120	-0.0849406904089039
chr2	2991140	0.0132429899386019
chr2	3011320	1.18432177005247
chr2	3035630	-0.464332130101237
chr2	3048980	-0.58046279912516
chr2	3069220	-0.219755558486497
chr2	3070130	-0.865229174235833
chr2	3084040	-0.766257594526656
chr2	3085520	0.166940514303062
chr2	3091710	-0.756405754798879
chr2	3094110	0.0576440167888802
chr2	3108840	0.112539947979814
chr2	3113780	-0.680001058226539
chr2	3141040	-0.823405191805171
chr2	3157020	-0.109772906162829
chr2	3278960	-0.115395922581418
chr2	3278990	-0.24809469928252
chr2	3294890	-0.580053504523775
chr2	3310710	-0.338966022226163
chr2	3339270	0.124826997104391
chr2	3377830	0.683911764804189
chr2	3417850	-0.483201449249555
chr2	3429880	-0.0717922377514913
chr2	3462790	0.278406745317238
chr2	3496250	-0.653866131242019
chr2	3516460	0.527114740461632
chr2	3565360	0.530913381962168
chr2	3611280	1.25257444519874
chr2	3619650	-0.150462268560108
chr2	3722880	-0.946919345448166
chr2	3724960	0.0200367507665576
chr2	3780760	-0.935380710898896
chr2	3839800	-0.471853557992092
chr2	3854120	0.102569316184997
chr2	3892630	0.509160425254273
chr2	3899280	-0.272662583697308
chr2	3987220	-0.65358768984398
chr2	4023850	0.842206538416002
chr2	4030520	-0.779142576297553
chr2	4060650	0.237068518639954
chr2	4067330	-0.32904637277242
chr2	4107680	-0.240402829415128
chr2	4122700	-1.06328487365962
chr2	4125670	0.405008539421841
chr2	4210830	0.286571289578023
chr2	4242600	-0.420433571487921
chr2	4250540	-0.692578011197193
chr2	4295470	-0.383794255598285
chr2	4307790	-0.152659335797346
chr2	4370830	-0.637419381269456
chr2	4376640	-0.316889946691387
chr2	4409700	0.343181608195258
chr2	4418100	-0.848504651282909
chr2	4480680	1.07797718375026
chr2	4500230	-0.379270623210978
chr2	4503000	0.219944020974359
chr2	4526530	0.293374819287876
chr2	4536860	-0.912669525507197
chr2	4539660	0.480686304624273
chr2	4543290	-0.0128512702296002
chr2	4561240	-0.684627401187776
chr2	4678560	0.615442689472335
chr2	4709890	0.0391755487829943
chr2	4722420	-0.213400627931474
chr2	4736660	-0.13792800548233
chr2	4765710	-0.10467947603784
chr2	4849050	0.717889037709992
chr2	4876930	0.568722978624661
chr2	4897370	0.305362121866489
chr2	4954000	-0.177233375913664
chr2	5021320	0.0466590238649404
chr2	5200770	-0.345100468746724
chr2	5214920	0.365534604581063
chr2	5243370	-0.314634214938868
chr2	5306790	0.87391080904916
chr2	5319200	0.172302256593276
chr2	5445450	0.443978526801025
chr2	5574650	-0.524629350357986
chr2	5634490	-0.196958877248995
chr2	5662730	0.391929612747641
chr2	5687530	-0.01159894629018
chr2	5704110	-0.230849990386861
chr2	5717980	-0.306796028617564
chr2	5756370	0.202053994913935
chr2	5792340	-0.525941472643766
chr2	5880330	0.0877713959020626
chr2	5934980	-0.904822916218813
chr2	5980770	-0.0271554318298302
chr2	6019410	0.269236203989671
chr2	6060240	-0.280011291117206
chr2	6066690	-1.0208903552678
chr2	6134730	-0.0255147956142272
chr2	6134820	-0.634172518968593
chr2	6158910	-0.199370968651765
chr2	6160390	-0.15312632568703
chr2	6177580	-0.032923924755542
chr2	6192850	-0.632509099985853
chr2	6196080	0.515921762708407
chr2	6196280	-0.312146197398713
chr2	6207170	0.426686389401698
chr2	6220980	-0.557407359576305
chr2	6284080	-0.300889507746989
chr2	6287460	-0.195367831734504
chr2	6294920	0.593418107557838
chr2	6303190	-0.0931701973474557
chr2	6306430	0.223741088989602
chr2	6307370	-0.0356000010414345
chr2	6346570	-0.985176326213543
chr2	6370380	-0.699741074036908
chr2	6450120	-1.39132856856414
chr2	6469290	-0.0814153682299928
chr2	6472500	-0.77587044298143
chr2	6515120	-0.243807804053502
chr2	6528570	0.901937188005047
chr2	6533300	0.368943989965979
chr2	6581390	0.118440108394197
chr2	6606570	0.133151266199584
chr2	6691310	0.561994415805762
chr2	6751740	0.28489784552974
chr2	6757390	0.458243673462113
chr2	6766790	0.883515945372723
chr2	6770520	0.116558039582798
chr2	6923350	0.32382345957238
chr2	6982010	-0.368234624730406
chr2	6997160	0.352617681820967
chr2	7158520	-0.698120609165072
chr2	7172620	0.123587634713677
chr2	7176530	-0.594773954903889
chr2	7222480	0.0807137361712823
chr2	7364310	0.359155787751432
chr2	7438150	-0.172572391223358
chr2	7455240	-0.16285315579212
chr2	7475230	-0.0905957825335677
chr2	7587080	0.336896317957275
chr2	7625300	-0.290658417574962
chr2	7662270	-0.273246588326605
chr2	7739800	-0.0735034991523138
chr2	7767100	0.0523285917005021
chr2	7784810	-0.25448748186173
chr2	7808790	-0.233513306707929
chr2	7817460	-0.88534007514591
chr2	7867010	0.403117317597596
chr2	7915570	0.102827527357841
chr2	7925720	0.645210311894101
chr2	7951840	0.109991063774026
chr2	7969550	0.357538838178285
chr2	7994540	0.448090473993579
chr2	8034500	0.0631140760582078
chr2	8057340	-0.210468865684372
chr2	8064490	-0.851241303382575
chr2	8091740	-1.27775696101628
chr2	8135310	0.181198743644984
chr2	8156290	-0.587030838181409
chr2	8170930	0.241404374783333
chr2	8216550	0.214670567471192
chr2	8239180	0.308424520917264
chr2	8254840	0.0830459777229604
chr2	8310330	-0.0878013453099744
chr2	8332130	-0.501840529823572
chr2	8394350	-0.27556573027208
chr2	8444750	0.506540263355669
chr2	8484540	0.165915517111815
chr2	8501100	-0.576875768874306
chr2	8503160	-0.519460036423661
chr2	8528030	-0.0435751626013208
chr2	8576930	-0.454400520794689
chr2	8600980	-0.191267723455305
chr2	8631100	-1.0577171776498
chr2	8722920	-0.752140154838976
chr2	8736470	0.42590967915537
chr2	8825880	1.00883516343697
chr2	8952760	-0.0782643867684679
chr2	8958460	-0.49130709986916
chr2	8977600	-0.607134805860887
chr2	8985310	-0.7346434231917
chr2	9008380	0.45513177362348
chr2	9021690	-0.331190510979122
chr2	9036020	-0.293667463871621
chr2	9101400	-0.134400284506442
chr2	9105980	0.781883169541418
chr2	9121100	-0.834230369522806
chr2	9131410	0.696910933549802
chr2	9164110	-0.561675640510053
chr2	9173690	0.649598983921593
chr2	9177700	0.498029454731041
chr2	9178410	0.0752750465784912
chr2	9184270	0.248204718028662
chr2	9226690	-0.188598284818493
chr2	9295360	-0.40642787736293
chr2	9304030	1.14770658287467
chr2	9383110	-0.0649444908917183
chr2	9430110	-0.17920406110509
chr2	9515370	0.885161398240645
chr2	9520030	0.00303439441703207
chr2	9536950	-0.793142070348248
chr2	9544020	0.214256985567603
chr2	9612190	0.0196687592594379
chr2	9630790	0.175376842789601
chr2	9686500	0.325842135502594
chr2	9697850	0.37931739379595
chr2	9717170	-0.719608108771914
chr2	9729750	0.320578439408456
chr2	9821100	0.656491179003191
chr2	9823900	-0.0557809489227368
chr3	30230.3	0.418721102257665
chr3	71641.8	-0.195892495328699
chr3	76489.1	0.582676395100561
chr3	109837	-0.523582895144634
chr3	115679	-0.25221611364846
chr3	142284	-0.629617276914625
chr3	178735	0.45760716146709
chr3	214599	0.230066412653985
chr3	221704	0.475525385370929
chr3	224593	-0.126747688376168
chr3	239748	0.51507351279633
chr3	274137	-0.512240695464489
chr3	585795	-0.48510332254546
chr3	597432	-0.114181570389689
chr3	636051	0.310007636265274
chr3	646219	-0.367633541628799
chr3	672944	-0.448234301329755
chr3	794550	-0.310764076769213
chr3	813048	-0.194808194931122
chr3	910105	0.64997603999101
chr3	929370	-0.00547085053475763
chr3	972969	-0.478262425606212
chr3	986502	0.516055439200951
chr3	997544	0.37199972773842
chr3	1009650	-0.0659641160740287
chr3	1018900	0.0663092597998466
chr3	1039790	0.443926219252658
chr3	1057870	-0.65141737148051
chr3	1129240	0.104253036212144
chr3	1162220	0.561455882520385
chr3	1223850	-0.216669664198384
chr3	1257740	-0.820100526501482
chr3	1286260	0.367856431933397
chr3	1307430	-0.672646698830991
chr3	1354550	0.48829643464937
chr3	1374470	0.116844727670998
chr3	1379830	-0.452899383115225
chr3	1414960	-1.05253835302843
chr3	1419380	0.276525445241263
chr3	1449260	-0.17446239675518
chr3	1469580	-0.650138227631389
chr3	1474090	-0.383076700783235
chr3	1477620	-0.186144088834831
chr3	1533150	-0.281147434521783
chr3	1548590	-0.126272296808556
chr3	1553040	0.0304203273411335
chr3	1567580	1.48459137409001
chr3	1605170	0.113237092405686
chr3	1627540	0.00405207829396955
chr3	1629420	-0.163172615449444
chr3	1630690	-0.912361446018504
chr3	1648950	0.0437923156781856
chr3	1736300	0.00229822489120603
chr3	1741220	0.223059002478414
chr3	1744650	-0.505697255033059
chr3	1825250	0.117117708451213
chr3	1845400	0.517758156941221
chr3	1870780	-0.266396338349757
chr3	1884590	-0.534172848130569
chr3	1926630	0.45976570182604
chr3	2006830	0.413766676195175
chr3	2015600	0.629019247782647
chr3	2025720	0.280717139822344
chr3	2029710	-1.2993032392429
chr3	2045450	-0.0145932979368725
chr3	2049040	-0.413977148210166
chr3	2120450	-0.153176996570074
chr3	2161890	-0.784711763861655
chr3	2183630	-0.328771558559683
chr3	2194240	-0.239420210132107
chr3	2264100	-0.536133991669302
chr3	2299900	0.4623026634631
chr3	2305470	-0.0978961723602768
chr3	2352140	-0.760217023230483
chr3	2421840	0.863928882877394
chr3	2425930	-0.177057635827409
chr3	2441210	-0.494347648493936
chr3	2441240	-0.485831292061806
chr3	2470330	0.236237454849781
chr3	2520190	0.479668473910391
chr3	2543670	-1.34874969245381
chr3	2613660	0.369598771465732
chr3	2650070	0.371703978689885
chr3	2711180	0.533183453378982
chr3	2716730	0.629682178426493
chr3	2724320	0.281313863911008
chr3	2731100	-0.383707331434086
chr3	2809220	-0.208123716397273
chr3	2814260	0.616401735141974
chr3	2818410	-0.640542676977357
chr3	2820600	-0.0000996786665269356
chr3	2863910	0.691730794308274
chr3	2903750	0.142991795739827
chr3	3011860	0.0497538752396127
chr3	3111910	0.196038493198397
chr3	3145300	0.644355325210498
chr3	3190930	-0.309266117442525
chr3	3258240	0.748380360966662
chr3	3260340	0.697806493763245
chr3	3285220	-0.364609636294171
chr3	3321000	0.237351905223291
chr3	3363090	0.596330859073517
chr3	3389010	0.170783259131288
chr3	3414100	0.0647382112965021
chr3	3430380	0.769397184695953
chr3	3434410	-0.141231725527403
chr3	3435300	-0.163439777368856
chr3	3473500	-0.314833588279054
chr3	3520400	0.28533787791291
chr3	3526150	-0.321287643191905
chr3	3631770	-0.499909185701019
chr3	3646550	0.672522551128263
chr3	3720390	0.506546734551855
chr3	3729510	0.711803261504076
chr3	3768160	-0.197983863191237
chr3	3804660	-0.401502676362813
chr3	3841860	-0.186841809039662
chr3	3849780	0.880982420741123
chr3	3941100	-1.00900519261769
chr3	4004700	-0.0952669149641337
chr3	4064860	-0.403189856341758
chr3	4159890	-0.626464708648924
chr3	4162950	-0.0306354458783908
chr3	4174920	-0.146649225518986
chr3	4184820	0.419748194770604
chr3	4188910	0.308595437268661
chr3	4213240	0.634074752606491
chr3	4228520	-0.628818134880792
chr3	4261200	0.31915272848855
chr3	4263120	0.489290471914379
chr3	4269440	-0.122929317851353
chr3	4274570	0.0560661290950577
chr3	4293740	-0.0522994539851403
chr3	4335430	0.235434967208612
chr3	4338370	-0.526196036352727
chr3	4344960	-0.491033372145273
chr3	4355870	-0.208114604104014
chr3	4384800	0.22944416441706
chr3	4403270	-0.529871151544641
chr3	4411300	-0.594550864897332
chr3	4440330	-0.37579227294274
chr3	4440540	-0.219997933706222
chr3	4444190	0.142196647035606
chr3	4469740	-0.0743047771710113
chr3	4472780	0.241541041149857
chr3	4572630	0.00816602697018315
chr3	4578770	0.286601045175024
chr3	4601110	-0.183437203535766
chr3	4617580	0.438549845465342
chr3	4650690	0.237590207310789
chr3	4658210	0.754573886184837
chr3	4674880	-0.151373497981073
chr3	4680890	0.240165681660943
chr3	4757480	0.360415225627039
chr3	4771700	0.185400008139798
chr3	4794220	-0.57269539921741
chr3	4866840	0.926171813803459
chr3	4887420	-0.127744518900152
chr3	4901520	0.0294083739135376
chr3	4910410	-0.842335214712768
chr3	4911830	-0.232128803574157
chr3	5111170	0.370925153665653
chr3	5170500	-0.0628937712355751
chr3	5197480	-0.586085569350354
chr3	5251020	0.107436421205859
chr3	5260150	0.053007191917641
chr3	5303070	0.326565268522738
chr3	5367230	0.255298758796763
chr3	5384470	0.440767374961215
chr3	5389530	0.455131734716972
chr3	5392290	0.562208577722029
chr3	5444590	-0.511131565698303
chr3	5527340	-0.325974921103355
chr3	5562100	0.46140187414422
chr3	5585260	0.0944087584105974
chr3	5587870	-0.321812159106976
chr3	5589510	-0.345876838753147
chr3	5615590	-0.552161575597675
chr3	5625990	0.908637232387338
chr3	5628060	-0.0610547747203757
chr3	5666960	-0.170853936345662
chr3	5678110	0.479421793919544
chr3	5678490	0.0348390451382124
chr3	5684890	0.342002105802019
chr3	5715400	-0.00409283811150668
chr3	5719680	-0.245091003954612
chr3	5749600	-0.649038813548422
chr3	5775900	0.0613824861864245
chr3	5781740	-0.879412869428504
chr3	5791830	-0.315194647710608
chr3	5819150	1.0938299378867
chr3	5836540	-0.02720909556423
chr3	5899680	0.238464805054506
chr3	5915960	-0.384236796683442
chr3	5979190	-0.157392915309079
chr3	6001090	0.309839190526744
chr3	6002920	0.300289865371158
chr3	6045920	0.0344076402453143
chr3	6061330	-0.975745615445276
chr3	6095140	-0.424470932205756
chr3	6165880	0.315533119933714
chr3	6220240	-0.444115287862602
chr3	6241630	0.0527291282413193
chr3	6284100	0.409768065845204
chr3	6316830	0.123188300085362
chr3	6326270	0.363485776452816
chr3	6339490	1.40484846228883
chr3	6437660	0.568880436304846
chr3	6445510	0.971656809430377
chr3	6552680	0.225339201575292
chr3	6553320	-0.483685603262385
chr3	6642510	-0.258756400772792
chr3	6662130	-0.275263360745134
chr3	6672840	-0.27244756849119
chr3	6681900	-0.197370037291397
chr3	6725770	-0.045436310075855
chr3	6730270	-0.0646396118606034
chr3	6753760	0.0738348916698263
chr3	6766100	-0.402143359348984
chr3	6770770	0.240834805178473
chr3	6798060	-0.11355544983669
chr3	6813730	-0.11700429090542
chr3	6818180	-1.39204184794531
chr3	6887890	0.305346791505744
chr3	6944830	0.694667261186637
chr3	6949300	-0.574595025779255
chr3	6983910	-0.190341635349829
chr3	7000930	-1.13022043206489
chr3	7009450	0.237085082144331
chr3	7147880	0.726465819598175
chr3	7175740	0.65248903685914
chr3	7192630	-0.000411238972321208
chr3	7231100	-0.589912102650462
chr3	7292170	0.425063109627901
chr3	7313910	-0.829516541642293
chr3	7320880	-0.642657550738214
chr3	7328910	0.412633208398409
chr3	7334850	-0.574814100299738
chr3	7431030	0.247973802875706
chr3	7434700	0.116364291125389
chr3	7453320	-0.163556255199482
chr3	7458330	0.0480700521358006
chr3	7466640	-1.03848922301106
chr3	7504340	-0.199812118415808
chr3	7523940	0.554628779586913
chr3	7538540	-0.457771413141432
chr3	7565190	-0.0711860413459896
chr3	7606290	-0.196610769744906
chr3	7782500	0.46600593064715
chr3	7802260	0.264105897088363
chr3	7808320	0.623240376523252
chr3	7839440	-0.0954038694631609
chr3	7854200	0.442337508174663
chr3	7973510	0.801791072932452
chr3	7974720	-0.194021332250122
chr3	7977530	-0.353129908286046
chr3	8018720	-0.291829042313584
chr3	8133610	-0.277506315813942
chr3	8265490	0.19923682406261
chr3	8340000	-0.550655006097581
chr3	8349270	0.229835920652931
chr3	8379930	0.709912434319615
chr3	8385050	-0.372046849969876
chr3	8464970	-0.188568203688369
